Plant,SaleMan,Customer,Item,Description,ค่าเผื่อ,Back Order,Safety,สต็อก,มีพีโอ,เกินพีโอ,ผลิตล่าสุด,ขายล่าสุด,อายุ,Reason (ที่มา),Action (วิธีการ),Remarks,Commit Date,Planning Remarks
P2/1,ปันภัค,บจ.บุญนภา เคมีคอล,G91-01-924-60101-120-10-0088-1,CC กส.ปุ๋ยตราพิรุณมังกร 46-0-0 50กก. 11-,-1,,,450,0,450,30/08/2025,29/08/2025,5-6 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,นำส่ง 1/9/2025 หลังจากขายไปแล้ว,,-
P2/1,ปันภัค,บจ.บุญนภา เคมีคอล,G91-01-924-60101-120-10-0108-1,กส.ปุ๋ยยูเรีย 46-0-0 ตรานก99_50 กก.,-1,"10,000",,"10,000","10,000",0,19/02/2026,,ไม่เกิน 30 วัน,,,,,-
P2/2,ปันภัค,บจ.โรงสีกิ่งแก้วพาณิชย์,G91-01-942-41065-110-00-0027-1,ข้าวหอมมะลิ ตราระฆังทอง 15 กก. 06-25,-1,"50,000","50,000","38,864","38,864",0,10/01/2026,17/02/2026,1 เดือน,,,,,-
P2/1,ปันภัค,บจ. คอร์น โปรดักส์ (ประเทศไทย),G91-01-946-51086-600-10-0023-1,CC กส.Chaba Hibiscus 25Kg.(Inner)(LM) 11,#DIV/0!,,,425,0,425,24/08/2025,25/08/2025,7-8 เดือน,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,,,-
P2/1,ปันภัค,บจ. คอร์น โปรดักส์ (ประเทศไทย),G91-01-946-51086-600-10-0024-1,กส.Chaba Hibiscus 25Kg.(Inner)(LM) 11-25,#DIV/0!,"13,000",,370,370,0,14/12/2025,18/12/2025,2-4 เดือน,,,,,-
P2/1,ปันภัค,บจม.น้ำตาลบุรีรัมย์,G91-01-950-60094-120-10-0072-1,กส.ปุ๋ยเคมี KBF-20-5-28 50 kg.RRS,+5/-5 ติดTAG แทนการเขียนเบล,"49,900",,570,570,0,12/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ธนโชติ,บจ.น้ำตาลมิตรผล(ด้านช้าง),G91-01-962-51076-110-00-0015-L,MP100 R14 Refined Sugar 1x25 QR_12-25,+0/-0(ใช้เทปรัดเบลสีฟ้า),"120,519",,"59,000","59,000",0,14/02/2026,05/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-41067-100-10-0022-L,MV167 กส.น้ำตาลทรายแดง Brown Sugar 15 กก,+10/-10(ใช้เทปรัดเบลสีดำ),,,"1,673",0,"1,673",30/11/2025,06/12/2025,2-4 เดือน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,รอเคลียร์ PO หน้า,, งานเกินจากค่าเผื่อ
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-46072-100-00-0077-L,UF154 Rev04 Refined 2kgx10_Canada-Eng,+10/-10(ใช้เทปรัดเบลสีดำ),,,240,0,240,01/11/2025,03/11/2025,2-4 เดือน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,รอเคลียร์ PO หน้า,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-51067-100-00-0034-1,UF124 R04 Refined 1 กก x 20 ถุง (Canada),+10/-10(ใช้เทปรัดเบลสีดำ),,,470,0,470,31/01/2026,04/02/2026,ไม่เกิน 30 วัน,,,,, ผลิตตามค่าเผื่อ
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-51067-100-00-0076-L,MV243 Re00 Unrefined Sugar 5kgx4ถุง,+0/-0(ใช้เทปรัดเบลสีดำ),,,"1,044",0,"1,044",06/01/2026,08/01/2026,1 เดือน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-51072-100-00-0073-L,MV078_R02 Unrefined Sugar 1kgx20ถุง,+0/-0(ใช้เทปรัดเบลสีดำ),"10,000",,340,340,0,21/11/2025,10/12/2025,2-4 เดือน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,รอเคลียร์ PO หน้า,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-51076-110-00-0079-L,UF026 R15 Refined 1กก.X25ถุง(LM) 12-25,#DIV/0!,"119,848",,"58,578","58,578",0,18/02/2026,28/01/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-51076-110-00-0081-L,MV160 R02 Refined 25กก (5x5)ม่วง12-25,+0/-0(ใช้เทปรัดเบลสีดำ),"11,000",,500,500,0,20/02/2026,10/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-60096-10E-10-0063-L,MV084 R04 Refined 50กก.คาดฟ้าQR_UTSN_TNS,#DIV/0!,"120,000",,"88,037","88,037",0,17/02/2026,16/02/2026,ไม่เกิน 30 วัน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,1. มีพีโอผลักดันส่งมอบลูกค้า,,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-60096-10E-10-0064-L,UF239 Re00 Refined 50 กก คาดฟ้า_TNS,+0/-0(ใช้เทปรัดเบลสีดำ),0,,"4,445",0,"4,445",05/08/2025,18/11/2025,7-8 เดือน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,7. ขายเกรดบี,ฝ่ายขายแจ้งลูกค้าไม่มีแผนใช้แล้ว,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-60096-10E-10-0067-1,UF237 R00 Refined 50 กก. คาดฟ้า_TNS,+0/-0(ใช้เทปรัดเบลสีดำ),,,745,0,745,04/02/2026,12/02/2026,ไม่เกิน 30 วัน,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,1. มีพีโอผลักดันส่งมอบลูกค้า,,,-
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-01-963-60096-10E-10-0090-L,UF261 R00 Refined 50 กก UTSN_No brand,+0/-0(ใช้เทปรัดเบลสีดำ),"106,582",,"105,340","105,340",0,01/02/2026,15/01/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51078-100-10-0164-1,4RB0020WT0_ROSE20กก.TP13บทTU&VC_S+PE,-1,,,700,0,700,16/09/2025,17/09/2025,5-6 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51078-100-10-0168-1,4RB0020W80_ROSE20K.TPแดง-เขียว17แถวS+PE,-1,"10,000",,"10,235","10,000",235,17/02/2026,11/12/2025,ไม่เกิน 30 วัน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51078-100-10-0173-1,4XB0020WB5T_Rose20x31CoarseFlourCF+PE+TN,-1,"50,000",,"49,284","49,284",0,11/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51078-100-10-0177-1,4XB0020WB5_20x31CoarseFlour20Kพิมพ์CF+PE,-1,"10,000",,"10,085","10,000",85,19/02/2026,,ไม่เกิน 30 วัน,,,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51079-101-00-0108-1,4RB0020WB1ถุงเสื่อสาน20K20X31TSเขียวแดงS,#DIV/0!,,,"1,124",0,"1,124",17/12/2024,03/12/2024,เกินปี,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,แจ้ง 2/1 บต.ไปเคลียร์,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51079-101-00-0160-1,4RB0020W43_ถุงแป้งหยาบ20K20X31นง.แดงS_ดข,-1,"70,000",,"5,100","5,100",0,17/02/2026,17/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51079-101-00-0162-1,4RB0020WB1_ถุงสาน20K20X31TSเขียวแดงS_ดข,-1,"57,538",,"3,039","3,039",0,15/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51086-100-10-0170-1,4RB0025GY1_Rose_TS25K16บ.+ตารางS_GIYI+PE,-1,,,"1,354",0,"1,354",08/12/2025,03/01/2026,2-4 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51086-100-10-0172-1,4RB0025W21T_Rose25TWIT23XIAMENPORT+PE+TN,-1,"50,000",,"48,893","48,893",0,15/01/2026,20/02/2026,1 เดือน,,,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51086-100-10-0174-1,4RB0025W21_Rose25TWIT23ถXIAMENPORT+PE_R3,-1,"200,000",,"21,300","21,300",0,20/02/2026,02/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51086-102-10-0165-1,4RB0025W21A_ROSE25KGเขียว-แดง หลัง4 AT_S,-1,"10,000",,"8,724","8,724",0,15/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-51091-100-00-0099-1,4TW0030PE5_กระสอบไทยวิน20 25กก. น้ำเงิน,-1,,,534,0,534,02/10/2025,04/10/2025,5-6 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-66104-100-00-0111-1,4RB0050W11_Rose50กกTWIT22ถ. XIAMEN PORT,#DIV/0!,,,438,0,438,16/01/2025,13/01/2025,เกินปี,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-66104-100-10-0157-1,CC   50W11_Rose50กกTWIT22ถ.XIAMENPORT+PE,-1,,,"2,980",0,"2,980",14/11/2025,08/12/2025,2-4 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-66104-100-10-0171-1,4RB0050W11T_Rose50TWIT23XIAMENPORT+PE+TN,-1,"100,000",,"33,716","33,716",0,20/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/1,ปันภัค,บมจ. ไทยวา,G91-01-967-66104-102-10-0167-1,4RB0050W91A_ROSE 50Kดำ-แดงTS19แถวAT_S,-1,,,774,0,774,23/10/2025,24/10/2025,5-6 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,-
P4,ปิยวัฒน์,บริษัทไทยร่วมใจโคราชจำกัด,G91-01-972-71099-100-00-0021-1,CC กระสอบรำตราTRJ(ที่อยู่อยุธยา)39_JAN20,#DIV/0!,,,289,0,289,29/11/2024,06/01/2025,เกินปี,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,7. ขายเกรดบี,,,-
P4,ปิยวัฒน์,บริษัทไทยร่วมใจโคราชจำกัด,G91-01-972-71099-100-00-0022-1,CC กระสอบรำตราTRJ(ที่อยู่โคราช )39_Feb20,#DIV/0!,,,780,0,780,16/07/2025,30/07/2025,7-8 เดือน,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,7. ขายเกรดบี,เคลียบร์ขายวันสุดท้าย 30/12 ผลิตมีส่งมาเพิ่ม 7/10,,-
P4,ปิยวัฒน์,บริษัทไทยร่วมใจโคราชจำกัด,G91-01-972-71099-100-00-0023-1,กระสอบรำตราTRJ(ที่อยู่อยุธยา)39_Feb2025,#DIV/0!,,,700,0,700,24/03/2025,25/03/2025,9-12 เดือน,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,,,-
P4,ปิยวัฒน์,บริษัทไทยร่วมใจโคราชจำกัด,G91-01-972-71104-100-00-0020-1,CC กระสอบรำตราTRJ(ที่อยู่โคราช)41_แก้ไข,#DIV/0!,,,564,0,564,27/08/2024,02/09/2024,เกินปี,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,7. ขายเกรดบี,,,ผลิตเกินจากค่าเผื่อ
P4,ปิยวัฒน์,บริษัทไทยร่วมใจโคราชจำกัด,G91-01-972-71104-100-00-0025-1,กระสอบรำตราTRJ(ที่อยู่อยุธยา)41_Feb2025,#DIV/0!,,,"2,660",0,"2,660",13/09/2025,04/09/2025,5-6 เดือน,,,,,-
P4,ปิยวัฒน์,บริษัทไทยร่วมใจโคราชจำกัด,G91-01-972-71110-100-00-0016-1,CCกระสอบรำตราTRJ(ที่อยู่อยุธยา)43_แก้ISO,#DIV/0!,,,640,0,640,17/09/2024,11/09/2024,เกินปี,9. สินค้า Overlot ขายเศษไม่หมดสต๊อค,7. ขายเกรดบี,,,นำส่งหลังขายไป 1/8/22 8872204137 วันที่ 23/12/23 1500 ใบ
P4,ปิยวัฒน์,บริษัทไทยร่วมใจโคราชจำกัด,G91-01-972-71110-100-00-0027-1,กระสอบรำตราTRJ(ที่อยู่อยุธยา)43_Feb2025,#DIV/0!,,,271,0,271,04/04/2025,09/04/2025,9-12 เดือน,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,,,-
P4,ปิยวัฒน์,หจก.สิริมงคลไรซ์,G91-01-974-58086-120-00-0042-1,กส.ข้าวพิมพ์แถบสีเหลือง_50กก_ED082025,-1,,,"2,000",0,"2,000",11/10/2025,13/12/2025,5-6 เดือน,,,,,-
